Date,Account name,Campaign name,Ad group name,Network,Device,Daily budget,Cost,Impressions,Clicks,CTR,CPC,Conversions,Conversion value,Cost per conversion,Search impression share,ROAS
2026-03-28,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,63.46,456,67,14.605,0.95,8,660.66,8.18,0.88,10.41
2026-03-28,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,176.91,1536,74,4.841,2.38,2,143.06,86.01,0.42,0.81
2026-03-28,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,129.05,935,52,5.596,2.47,2,137.78,73.47,0.38,1.07
2026-03-28,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,275.18,7784,223,2.863,1.23,5,319.24,51.35,0.55,1.16
2026-03-28,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,75.23,14438,121,0.837,0.62,2,154.45,35.01,0.65,2.05
2026-03-29,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,98.91,614,108,17.617,0.91,17,1139.26,5.76,0.92,11.52
2026-03-29,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,75.62,473,78,16.41,0.97,9,765.9,8.66,0.88,10.13
2026-03-29,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,182.97,1862,79,4.246,2.31,2,172.39,82.84,0.42,0.94
2026-03-29,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,124.5,949,45,4.76,2.76,1,108.17,91.99,0.38,0.87
2026-03-29,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,254.81,7555,201,2.662,1.27,4,289.16,57.5,0.55,1.13
2026-03-29,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,72.44,14286,120,0.84,0.6,2,143.15,34.78,0.65,1.98
2026-03-30,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,128.54,889,144,16.239,0.89,18,1447.43,7.19,0.92,11.26
2026-03-30,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,77.23,460,73,15.951,1.05,8,606.54,10.08,0.88,7.85
2026-03-30,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,189.69,1894,79,4.176,2.4,2,181.95,78.16,0.42,0.96
2026-03-30,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,130.78,1158,55,4.785,2.36,2,132.16,73.98,0.38,1.01
2026-03-30,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,293.45,8350,246,2.948,1.19,6,337.28,51.45,0.55,1.15
2026-03-30,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,87.45,21543,156,0.726,0.56,3,173.37,29.53,0.65,1.98
2026-03-31,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,124.72,683,131,19.121,0.96,19,1460.47,6.55,0.92,11.71
2026-03-31,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,86.35,564,87,15.387,1.0,9,598.38,9.58,0.88,6.93
2026-03-31,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,210.9,1848,90,4.886,2.34,2,152.47,86.68,0.42,0.72
2026-03-31,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,128.56,891,51,5.709,2.53,2,110.46,78.17,0.38,0.86
2026-03-31,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,310.14,8415,254,3.014,1.22,6,440.84,51.03,0.55,1.42
2026-03-31,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,84.02,19234,151,0.787,0.56,2,145.79,34.97,0.65,1.74
2026-04-01,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,121.49,831,141,16.946,0.86,20,1626.85,6.08,0.92,13.39
2026-04-01,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,73.93,491,76,15.541,0.97,8,626.0,8.94,0.88,8.47
2026-04-01,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,192.65,1960,87,4.463,2.2,2,158.54,90.44,0.42,0.82
2026-04-01,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,144.2,1210,57,4.75,2.51,2,124.51,80.6,0.38,0.86
2026-04-01,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,305.93,8600,222,2.577,1.38,5,373.17,62.07,0.55,1.22
2026-04-01,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,96.31,19817,173,0.873,0.56,3,235.03,30.01,0.65,2.44
2026-04-02,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,124.71,677,133,19.701,0.93,20,1351.78,6.31,0.92,10.84
2026-04-02,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,82.17,494,76,15.417,1.08,10,784.56,8.12,0.88,9.55
2026-04-02,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,193.4,1851,85,4.577,2.28,2,162.12,84.54,0.42,0.84
2026-04-02,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,132.51,892,51,5.708,2.6,2,122.0,83.18,0.38,0.92
2026-04-02,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,323.81,8878,260,2.933,1.24,6,421.93,52.47,0.55,1.3
2026-04-02,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,82.08,18565,142,0.767,0.58,2,133.95,35.74,0.65,1.63
2026-04-03,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,108.91,611,112,18.353,0.97,18,1373.67,6.12,0.92,12.61
2026-04-03,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,77.26,479,79,16.46,0.98,10,800.21,7.58,0.88,10.36
2026-04-03,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,219.1,2210,95,4.31,2.3,2,171.62,95.85,0.42,0.78
2026-04-03,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,135.28,1048,55,5.241,2.46,2,162.78,64.54,0.38,1.2
2026-04-03,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,284.9,7370,215,2.923,1.32,5,311.46,58.23,0.55,1.09
2026-04-03,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,86.79,20646,149,0.721,0.58,3,165.92,29.16,0.65,1.91
2026-04-04,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,99.1,638,107,16.71,0.93,14,858.95,7.29,0.92,8.67
2026-04-04,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,71.7,385,67,17.382,1.07,7,503.83,9.7,0.88,7.03
2026-04-04,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,183.92,1794,84,4.7,2.18,2,133.85,84.37,0.42,0.73
2026-04-04,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,117.01,916,47,5.146,2.48,2,114.98,70.16,0.38,0.98
2026-04-04,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,278.85,7589,233,3.065,1.2,5,294.76,56.21,0.55,1.06
2026-04-04,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,78.27,15849,133,0.838,0.59,3,180.68,30.38,0.65,2.31
2026-04-05,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,111.8,756,133,17.573,0.84,21,1596.75,5.43,0.92,14.28
2026-04-05,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,76.34,496,74,14.889,1.03,9,684.17,8.07,0.88,8.96
2026-04-05,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,174.72,1782,78,4.388,2.23,2,133.86,77.36,0.42,0.77
2026-04-05,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,114.25,922,45,4.841,2.56,1,86.92,83.05,0.38,0.76
2026-04-05,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,264.04,7086,198,2.795,1.33,5,367.16,53.73,0.55,1.39
2026-04-05,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,86.65,18787,150,0.798,0.58,3,184.86,30.79,0.65,2.13
2026-04-06,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,117.81,714,139,19.518,0.85,19,1383.49,6.25,0.92,11.74
2026-04-06,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,75.11,489,74,15.217,1.01,10,835.06,7.48,0.88,11.12
2026-04-06,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,200.38,1907,89,4.67,2.25,3,187.7,75.88,0.42,0.94
2026-04-06,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,151.94,1152,57,4.932,2.67,2,134.6,91.38,0.38,0.89
2026-04-06,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,307.86,7987,232,2.911,1.32,5,327.02,57.68,0.55,1.06
2026-04-06,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,89.2,19304,147,0.761,0.61,3,197.98,32.74,0.65,2.22
2026-04-07,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,128.2,802,152,18.975,0.84,22,1801.4,5.76,0.92,14.05
2026-04-07,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,78.36,438,76,17.283,1.03,9,646.22,8.58,0.88,8.25
2026-04-07,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,196.92,1938,83,4.278,2.38,2,169.31,90.19,0.42,0.86
2026-04-07,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,144.44,1142,57,5.0,2.53,2,155.6,76.45,0.38,1.08
2026-04-07,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,313.66,9053,260,2.876,1.2,6,390.37,50.55,0.55,1.24
2026-04-07,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,83.57,15654,136,0.869,0.61,2,143.14,35.21,0.65,1.71
2026-04-08,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,131.69,846,137,16.206,0.96,17,1274.55,7.88,0.92,9.68
2026-04-08,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,80.4,459,77,16.746,1.05,8,623.36,9.68,0.88,7.75
2026-04-08,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,208.16,2298,97,4.214,2.15,3,206.1,67.67,0.42,0.99
2026-04-08,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,148.8,1280,61,4.741,2.45,2,148.93,79.69,0.38,1.0
2026-04-08,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,285.56,7562,208,2.749,1.37,5,325.01,60.15,0.55,1.14
2026-04-08,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,96.63,22502,173,0.767,0.56,3,178.68,32.29,0.65,1.85
2026-04-09,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,116.21,699,125,17.92,0.93,18,1169.1,6.3,0.92,10.06
2026-04-09,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,72.98,476,69,14.423,1.06,8,754.06,8.65,0.88,10.33
2026-04-09,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,183.87,1998,81,4.057,2.27,2,182.29,78.61,0.42,0.99
2026-04-09,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,147.32,1031,53,5.172,2.76,2,124.91,85.43,0.38,0.85
2026-04-09,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,292.25,6913,213,3.08,1.37,5,383.31,56.98,0.55,1.31
2026-04-09,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,92.97,21959,160,0.729,0.58,3,167.5,33.71,0.65,1.8
2026-04-10,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,110.4,648,121,18.714,0.91,18,1457.85,6.09,0.92,13.2
2026-04-10,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,74.22,415,71,17.181,1.04,8,660.72,9.29,0.88,8.9
2026-04-10,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,212.6,2083,96,4.607,2.22,3,189.98,75.53,0.42,0.89
2026-04-10,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,137.57,981,56,5.706,2.46,2,175.2,63.56,0.38,1.27
2026-04-10,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,271.0,8419,214,2.546,1.26,5,322.13,52.62,0.55,1.19
2026-04-10,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,89.0,18828,148,0.784,0.6,3,153.72,32.4,0.65,1.73
2026-04-11,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,104.08,543,106,19.551,0.98,17,1357.8,6.11,0.92,13.05
2026-04-11,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,76.11,467,72,15.34,1.06,8,543.46,9.75,0.88,7.14
2026-04-11,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,176.71,1599,77,4.821,2.29,2,130.6,81.73,0.42,0.74
2026-04-11,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,130.51,968,52,5.38,2.51,2,147.84,72.67,0.38,1.13
2026-04-11,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,246.47,7429,192,2.585,1.28,4,269.7,55.63,0.55,1.09
2026-04-11,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,74.63,14642,121,0.826,0.62,2,119.71,39.12,0.65,1.6
2026-04-12,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,110.16,649,127,19.544,0.87,20,1548.15,5.53,0.92,14.05
2026-04-12,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,66.46,423,67,15.924,0.99,9,626.18,7.34,0.88,9.42
2026-04-12,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,163.18,1521,72,4.703,2.28,2,126.37,92.86,0.42,0.77
2026-04-12,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,132.36,872,48,5.477,2.77,2,129.16,79.11,0.38,0.98
2026-04-12,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,257.51,6549,192,2.932,1.34,4,280.37,63.2,0.55,1.09
2026-04-12,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,80.18,15036,128,0.849,0.63,2,119.36,38.03,0.65,1.49
2026-04-13,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,110.1,680,128,18.866,0.86,20,1569.6,5.42,0.92,14.26
2026-04-13,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,73.86,429,73,17.131,1.01,10,799.35,7.37,0.88,10.82
2026-04-13,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,180.07,1882,85,4.532,2.11,3,205.12,68.29,0.42,1.14
2026-04-13,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,134.95,987,53,5.386,2.54,2,146.51,68.57,0.38,1.09
2026-04-13,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,306.1,9007,247,2.741,1.24,5,358.36,55.71,0.55,1.17
2026-04-13,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,83.6,15375,131,0.854,0.64,2,149.24,35.38,0.65,1.79
2026-04-14,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,122.44,759,141,18.595,0.87,22,1645.18,5.68,0.92,13.44
2026-04-14,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,81.58,466,82,17.569,1.0,9,780.91,9.36,0.88,9.57
2026-04-14,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,208.26,1917,92,4.796,2.26,3,185.53,81.01,0.42,0.89
2026-04-14,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,136.55,971,49,5.026,2.8,2,123.19,74.9,0.38,0.9
2026-04-14,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,313.96,7909,230,2.912,1.36,4,321.27,71.57,0.55,1.02
2026-04-14,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,84.22,18115,142,0.783,0.59,3,196.0,28.81,0.65,2.33
2026-04-15,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,128.36,711,129,18.173,0.99,17,1305.39,7.46,0.92,10.17
2026-04-15,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,87.85,524,82,15.651,1.07,10,723.34,8.86,0.88,8.23
2026-04-15,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,207.86,1992,96,4.821,2.16,3,157.45,79.83,0.42,0.76
2026-04-15,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,147.06,1012,56,5.517,2.63,2,165.01,70.1,0.38,1.12
2026-04-15,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,297.45,9311,242,2.597,1.23,6,348.47,52.81,0.55,1.17
2026-04-15,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,83.61,17499,147,0.84,0.57,3,154.54,29.52,0.65,1.85
2026-04-16,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,125.42,721,134,18.642,0.93,22,1389.47,5.81,0.92,11.08
2026-04-16,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,87.21,501,86,17.093,1.02,12,794.54,7.52,0.88,9.11
2026-04-16,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,218.97,2474,101,4.097,2.16,3,230.7,67.45,0.42,1.05
2026-04-16,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,142.61,956,51,5.332,2.8,2,107.13,84.74,0.38,0.75
2026-04-16,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,284.45,7537,219,2.905,1.3,5,377.89,51.96,0.55,1.33
2026-04-16,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,87.76,16849,143,0.847,0.61,3,186.62,32.6,0.65,2.13
2026-04-17,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,128.76,793,136,17.191,0.94,20,1379.48,6.45,0.92,10.71
2026-04-17,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,73.92,481,77,15.965,0.96,10,757.53,7.63,0.88,10.25
2026-04-17,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,180.92,1718,78,4.565,2.31,2,149.47,88.37,0.42,0.83
2026-04-17,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,148.24,1157,60,5.184,2.47,2,154.27,69.69,0.38,1.04
2026-04-17,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,304.29,9766,250,2.556,1.22,6,442.88,49.36,0.55,1.46
2026-04-17,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,84.33,18600,135,0.723,0.63,2,159.28,34.25,0.65,1.89
2026-04-18,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,112.19,673,122,18.068,0.92,17,1338.45,6.42,0.92,11.93
2026-04-18,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,74.48,457,77,16.81,0.97,10,916.62,7.09,0.88,12.31
2026-04-18,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,164.76,1687,71,4.212,2.32,2,149.94,81.46,0.42,0.91
2026-04-18,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,113.91,949,46,4.894,2.45,1,106.93,80.31,0.38,0.94
2026-04-18,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,282.56,7629,234,3.069,1.21,5,326.6,54.76,0.55,1.16
2026-04-18,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,79.9,15536,135,0.871,0.59,2,124.62,38.58,0.65,1.56
2026-04-19,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,115.02,652,124,19.018,0.93,0,0.0,0,0.92,0.0
2026-04-19,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,69.62,400,67,16.624,1.05,0,0.0,0,0.88,0.0
2026-04-19,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,193.11,1910,87,4.534,2.23,2,132.4,87.25,0.42,0.69
2026-04-19,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,131.08,1075,52,4.876,2.5,2,136.32,78.26,0.38,1.04
2026-04-19,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,288.15,8224,217,2.641,1.33,5,268.38,62.97,0.55,0.93
2026-04-19,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,81.14,19129,146,0.761,0.56,3,181.29,32.11,0.65,2.23
2026-04-20,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,117.6,795,136,17.115,0.86,0,0.0,0,0.92,0.0
2026-04-20,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,83.11,546,80,14.626,1.04,0,0.0,0,0.88,0.0
2026-04-20,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,219.81,2207,93,4.223,2.36,3,178.69,87.6,0.42,0.81
2026-04-20,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,148.97,1096,56,5.116,2.66,2,145.07,87.22,0.38,0.97
2026-04-20,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,296.02,8577,245,2.858,1.21,5,275.83,62.86,0.55,0.93
2026-04-20,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,82.98,18820,137,0.731,0.6,3,158.26,32.18,0.65,1.91
2026-04-21,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,116.0,672,130,19.328,0.89,0,0.0,0,0.92,0.0
2026-04-21,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,72.16,406,71,17.5,1.02,0,0.0,0,0.88,0.0
2026-04-21,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,184.2,1790,75,4.208,2.44,2,144.38,81.72,0.42,0.78
2026-04-21,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,149.0,1091,57,5.23,2.61,2,168.85,72.46,0.38,1.13
2026-04-21,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,303.09,7538,228,3.022,1.33,5,338.03,67.11,0.55,1.12
2026-04-21,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,88.01,17951,151,0.839,0.58,3,199.65,28.48,0.65,2.27
2026-04-22,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,122.27,697,125,17.917,0.98,16,953.4,7.88,0.92,7.8
2026-04-22,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,80.22,553,82,14.804,0.98,9,790.91,8.47,0.88,9.86
2026-04-22,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,182.11,1557,77,4.927,2.37,2,143.48,79.82,0.42,0.79
2026-04-22,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,143.04,1086,53,4.87,2.71,2,166.09,69.44,0.38,1.16
2026-04-22,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,300.13,8616,238,2.76,1.26,6,435.69,50.67,0.55,1.45
2026-04-22,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,95.65,19191,165,0.857,0.58,3,208.94,28.48,0.65,2.18
2026-04-23,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,115.51,808,133,16.486,0.87,20,1626.18,5.8,0.92,14.08
2026-04-23,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,74.64,461,77,16.779,0.96,9,734.83,7.91,0.88,9.84
2026-04-23,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,214.97,1969,87,4.432,2.46,2,178.13,87.75,0.42,0.83
2026-04-23,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,139.43,928,53,5.718,2.63,2,157.9,69.22,0.38,1.13
2026-04-23,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,294.33,7276,220,3.03,1.34,5,365.81,56.51,0.55,1.24
2026-04-23,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,93.65,19748,150,0.759,0.62,3,210.1,32.38,0.65,2.24
2026-04-24,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,127.76,716,130,18.101,0.99,19,1392.51,6.82,0.92,10.9
2026-04-24,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,87.43,476,82,17.222,1.07,10,708.26,8.83,0.88,8.1
2026-04-24,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,183.0,1675,76,4.512,2.42,2,159.69,76.12,0.42,0.87
2026-04-24,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,136.61,1108,53,4.798,2.57,2,139.03,67.26,0.38,1.02
2026-04-24,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,302.35,8547,221,2.586,1.37,5,282.92,66.16,0.55,0.94
2026-04-24,Northwind Apparel,Display-Remarketing,Cart-Abandoners-90d,Display Network,Mobile,90,84.84,16757,136,0.811,0.62,2,134.9,37.89,0.65,1.59
2026-04-25,Northwind Apparel,Brand-Search,Brand-Exact,Search Network,Mobile,120,114.75,629,121,19.173,0.95,15,1034.53,7.9,0.92,9.02
2026-04-25,Northwind Apparel,Brand-Search,Brand-Phrase,Search Network,Desktop,80,72.06,447,69,15.538,1.04,9,637.85,8.36,0.88,8.85
2026-04-25,Northwind Apparel,Non-Brand-Search,Apparel-Generic,Search Network,Mobile,200,170.86,1664,81,4.851,2.12,2,133.16,83.44,0.42,0.78
2026-04-25,Northwind Apparel,Non-Brand-Search,Sustainable-Apparel,Search Network,Mobile,140,113.38,906,43,4.768,2.62,1,97.86,76.83,0.38,0.86
2026-04-25,Northwind Apparel,PMax-Shopping,All-Products,Search Partners,Mobile,300,244.14,7144,186,2.607,1.31,4,259.9,56.9,0.55,1.06
