Date,Account name,Campaign name,Campaign objective,Ad set name,Ad name,Daily budget,Cost,Impressions,Reach,Frequency,Link clicks,Link CTR,CPM,Cost per link click,Purchases,Purchase conversion value,ROAS
2026-02-25,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,41.45,3110,2552,1.22,72,2.326,13.32,0.57,3,157.32,3.8
2026-02-25,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,83.73,5195,2370,2.19,61,1.174,16.12,1.37,2,163.38,1.95
2026-02-25,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,188.49,12312,5382,2.29,315,2.557,15.31,0.6,14,982.23,5.21
2026-02-25,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,104.53,6756,2881,2.35,149,2.212,15.47,0.7,7,415.06,3.97
2026-02-25,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,126.53,8191,5297,1.55,68,0.828,15.45,1.87,1,77.59,0.61
2026-02-25,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,104.42,7081,4702,1.51,60,0.841,14.75,1.75,1,70.14,0.67
2026-02-25,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,94.15,7088,3823,1.85,75,1.052,13.28,1.26,2,143.24,1.52
2026-02-25,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,76.38,6173,3147,1.96,64,1.042,12.37,1.19,2,108.82,1.42
2026-02-26,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,196.37,11728,7588,1.55,212,1.804,16.74,0.93,10,634.81,3.23
2026-02-26,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,118.62,7989,5992,1.33,111,1.393,14.85,1.07,4,286.88,2.42
2026-02-26,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,145.49,10132,5879,1.72,135,1.336,14.36,1.07,4,289.8,1.99
2026-02-26,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,40.25,2731,2130,1.28,51,1.874,14.74,0.79,3,176.39,4.38
2026-02-26,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,94.87,6581,2932,2.24,80,1.215,14.42,1.19,2,167.59,1.77
2026-02-26,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,193.62,11791,4574,2.58,306,2.598,16.42,0.63,15,1008.16,5.21
2026-02-26,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,112.49,7541,3409,2.21,184,2.443,14.92,0.61,7,481.77,4.28
2026-02-26,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,129.92,9176,6452,1.42,80,0.873,14.16,1.62,1,84.49,0.65
2026-02-26,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,107.73,7371,4903,1.5,73,0.994,14.62,1.47,1,81.84,0.76
2026-02-26,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,90.19,6929,3385,2.05,69,0.996,13.02,1.31,2,120.82,1.34
2026-02-26,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,80.69,6126,2900,2.11,68,1.105,13.17,1.19,2,104.23,1.29
2026-02-27,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,166.06,10983,7142,1.54,207,1.881,15.12,0.8,7,482.46,2.91
2026-02-27,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,126.98,8122,6119,1.33,121,1.486,15.63,1.05,4,326.46,2.57
2026-02-27,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,149.16,9750,5584,1.75,114,1.171,15.3,1.31,5,293.48,1.97
2026-02-27,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,38.59,2785,2237,1.24,55,1.979,13.85,0.7,2,170.3,4.41
2026-02-27,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,86.44,5325,2475,2.15,56,1.059,16.23,1.53,3,161.58,1.87
2026-02-27,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,166.26,10399,4331,2.4,285,2.736,15.99,0.58,14,968.73,5.83
2026-02-27,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,100.07,6669,3134,2.13,176,2.64,15.0,0.57,7,419.69,4.19
2026-02-27,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,111.21,7875,5163,1.53,67,0.848,14.12,1.67,1,65.6,0.59
2026-02-27,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,109.36,7424,5553,1.34,69,0.935,14.73,1.57,1,72.68,0.66
2026-02-27,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,107.46,8935,4554,1.96,97,1.086,12.03,1.11,2,137.75,1.28
2026-02-27,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,72.99,5488,2713,2.02,55,1.001,13.3,1.33,1,88.24,1.21
2026-02-28,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,159.04,10591,6532,1.62,187,1.766,15.02,0.85,7,452.7,2.85
2026-02-28,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,112.12,7296,5247,1.39,102,1.404,15.37,1.09,4,245.29,2.19
2026-02-28,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,130.76,8264,4627,1.79,105,1.268,15.82,1.25,4,288.1,2.2
2026-02-28,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,32.0,2271,1619,1.4,43,1.88,14.09,0.75,3,146.08,4.57
2026-02-28,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,86.07,5930,2707,2.19,70,1.174,14.51,1.24,2,163.16,1.9
2026-02-28,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,163.02,9998,4246,2.35,313,3.131,16.31,0.52,13,945.39,5.8
2026-02-28,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,89.24,5419,2448,2.21,135,2.493,16.47,0.66,6,377.14,4.23
2026-02-28,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,98.81,6563,4221,1.55,53,0.806,15.06,1.87,1,56.0,0.57
2026-02-28,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,87.56,6173,4378,1.41,58,0.937,14.18,1.51,1,61.68,0.7
2026-02-28,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,83.56,6639,3266,2.03,69,1.041,12.59,1.21,2,122.24,1.46
2026-02-28,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,74.76,5732,2700,2.12,61,1.064,13.04,1.23,1,87.77,1.17
2026-03-01,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,145.76,9834,5953,1.65,191,1.945,14.82,0.76,6,411.06,2.82
2026-03-01,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,103.54,6976,4709,1.48,91,1.305,14.84,1.14,3,226.44,2.19
2026-03-01,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,118.01,7345,4450,1.65,101,1.372,16.07,1.17,4,252.67,2.14
2026-03-01,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,33.94,2423,1817,1.33,47,1.92,14.01,0.73,2,134.59,3.97
2026-03-01,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,72.25,4292,1917,2.24,56,1.309,16.83,1.29,2,133.32,1.85
2026-03-01,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,158.26,8900,3609,2.47,276,3.097,17.78,0.57,15,903.46,5.71
2026-03-01,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,89.99,5953,2600,2.29,139,2.329,15.12,0.65,5,367.0,4.08
2026-03-01,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,101.39,6549,4095,1.6,56,0.859,15.48,1.8,1,61.59,0.61
2026-03-01,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,97.91,7088,5315,1.33,60,0.844,13.81,1.64,1,70.55,0.72
2026-03-01,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,94.11,7794,4316,1.81,90,1.159,12.07,1.04,2,125.65,1.34
2026-03-01,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,71.85,5126,2460,2.08,47,0.925,14.02,1.52,1,97.59,1.36
2026-03-02,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,179.26,10556,6148,1.72,193,1.824,16.98,0.93,7,501.83,2.8
2026-03-02,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,131.09,8999,6450,1.4,141,1.568,14.57,0.93,4,298.42,2.28
2026-03-02,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,131.73,8068,4546,1.77,106,1.316,16.33,1.24,4,270.02,2.05
2026-03-02,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,38.87,2791,2148,1.3,59,2.106,13.93,0.66,2,150.16,3.86
2026-03-02,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,89.45,5396,2624,2.06,71,1.319,16.58,1.26,2,158.24,1.77
2026-03-02,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,169.97,10886,4241,2.57,287,2.639,15.61,0.59,15,932.34,5.49
2026-03-02,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,96.77,6204,2677,2.32,145,2.331,15.6,0.67,6,396.7,4.1
2026-03-02,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,124.44,8631,5354,1.61,74,0.862,14.42,1.67,1,76.78,0.62
2026-03-02,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,102.7,6677,4607,1.45,55,0.829,15.38,1.86,1,71.72,0.7
2026-03-02,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,100.84,7626,4337,1.76,75,0.984,13.22,1.34,2,150.97,1.5
2026-03-02,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,82.69,5992,2840,2.11,59,0.979,13.8,1.41,1,101.72,1.23
2026-03-03,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,162.33,10104,6198,1.63,186,1.842,16.07,0.87,8,520.0,3.2
2026-03-03,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,119.6,7714,5465,1.41,95,1.234,15.5,1.26,4,259.01,2.17
2026-03-03,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,133.69,8104,4540,1.79,93,1.149,16.5,1.44,4,290.53,2.17
2026-03-03,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,43.28,3185,2596,1.23,60,1.897,13.59,0.72,3,170.57,3.94
2026-03-03,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,95.67,6313,3069,2.06,74,1.17,15.15,1.29,3,168.98,1.77
2026-03-03,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,197.65,12476,4924,2.53,365,2.924,15.84,0.54,15,1100.12,5.57
2026-03-03,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,109.4,7290,3286,2.22,170,2.33,15.01,0.64,7,408.72,3.74
2026-03-03,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,112.11,7467,4761,1.57,59,0.787,15.02,1.91,1,68.15,0.61
2026-03-03,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,101.1,6844,5125,1.34,55,0.801,14.77,1.84,1,75.98,0.75
2026-03-03,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,99.51,8289,4084,2.03,82,0.988,12.01,1.22,2,150.44,1.51
2026-03-03,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,72.53,5120,2384,2.15,49,0.955,14.16,1.48,1,95.93,1.32
2026-03-04,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,187.66,11872,7844,1.51,203,1.707,15.81,0.93,8,551.54,2.94
2026-03-04,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,117.34,7096,4869,1.46,95,1.343,16.54,1.23,4,261.34,2.23
2026-03-04,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,146.28,9533,6039,1.58,138,1.448,15.34,1.06,4,303.32,2.07
2026-03-04,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,38.72,2558,2001,1.28,60,2.329,15.14,0.65,3,171.54,4.43
2026-03-04,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,85.92,5054,2464,2.05,61,1.197,17.0,1.42,3,168.3,1.96
2026-03-04,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,186.47,10960,4482,2.45,276,2.522,17.01,0.67,15,1066.96,5.72
2026-03-04,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,95.31,6279,2794,2.25,158,2.522,15.18,0.6,7,409.49,4.3
2026-03-04,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,110.56,7987,5447,1.47,61,0.763,13.84,1.81,1,63.28,0.57
2026-03-04,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,103.12,7063,5120,1.38,64,0.912,14.6,1.6,1,65.35,0.63
2026-03-04,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,91.86,6979,3742,1.87,74,1.054,13.16,1.25,2,123.25,1.34
2026-03-04,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,73.36,5195,2413,2.15,57,1.097,14.12,1.29,2,96.73,1.32
2026-03-05,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,175.71,11593,7254,1.6,210,1.809,15.16,0.84,8,497.11,2.83
2026-03-05,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,118.11,7606,5658,1.34,96,1.258,15.53,1.23,4,269.09,2.28
2026-03-05,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,142.63,9762,5927,1.65,115,1.177,14.61,1.24,5,326.4,2.29
2026-03-05,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,40.96,2689,2124,1.27,54,2.014,15.24,0.76,3,182.89,4.46
2026-03-05,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,98.54,6633,2948,2.25,76,1.148,14.86,1.29,3,166.75,1.69
2026-03-05,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,196.72,11021,4453,2.47,293,2.66,17.85,0.67,16,1060.4,5.39
2026-03-05,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,98.64,6256,2893,2.16,162,2.582,15.77,0.61,6,373.2,3.78
2026-03-05,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,122.21,8063,5332,1.51,67,0.835,15.16,1.82,1,79.97,0.65
2026-03-05,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,114.58,7853,5441,1.44,67,0.855,14.59,1.71,1,85.33,0.74
2026-03-05,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,98.18,7570,4155,1.82,86,1.135,12.97,1.14,2,141.82,1.44
2026-03-05,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,84.63,6837,3430,1.99,76,1.118,12.38,1.11,2,107.83,1.27
2026-03-06,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,195.13,11757,7022,1.67,226,1.92,16.6,0.86,8,587.92,3.01
2026-03-06,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,120.89,7590,5197,1.46,96,1.261,15.93,1.26,5,299.27,2.48
2026-03-06,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,144.12,10110,5783,1.75,147,1.451,14.25,0.98,4,296.57,2.06
2026-03-06,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,43.73,3040,2433,1.25,56,1.853,14.38,0.78,3,184.04,4.21
2026-03-06,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,91.45,5722,2773,2.06,68,1.184,15.98,1.35,3,173.57,1.9
2026-03-06,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,180.02,11105,4940,2.25,275,2.481,16.21,0.65,13,955.75,5.31
2026-03-06,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,96.01,5570,2610,2.13,122,2.194,17.24,0.79,7,390.14,4.06
2026-03-06,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,119.59,7969,5151,1.55,63,0.788,15.01,1.9,1,69.16,0.58
2026-03-06,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,116.82,8439,5888,1.43,82,0.975,13.84,1.42,1,84.67,0.72
2026-03-06,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,109.68,8807,4902,1.8,89,1.014,12.45,1.23,2,155.39,1.42
2026-03-06,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,75.71,5781,2827,2.04,53,0.924,13.1,1.42,2,97.09,1.28
2026-03-07,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,162.01,10562,6721,1.57,205,1.942,15.34,0.79,9,522.81,3.23
2026-03-07,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,110.93,6776,5169,1.31,85,1.253,16.37,1.31,5,286.04,2.58
2026-03-07,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,118.91,7778,4325,1.8,95,1.226,15.29,1.25,4,251.1,2.11
2026-03-07,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,35.88,2421,1909,1.27,52,2.144,14.82,0.69,2,161.12,4.49
2026-03-07,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,84.17,5155,2410,2.14,59,1.142,16.33,1.43,2,138.92,1.65
2026-03-07,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,146.29,9074,3667,2.47,235,2.587,16.12,0.62,12,791.7,5.41
2026-03-07,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,84.89,5366,2387,2.25,119,2.219,15.82,0.71,5,361.52,4.26
2026-03-07,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,116.16,7636,5401,1.41,61,0.798,15.21,1.91,1,67.11,0.58
2026-03-07,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,88.16,6107,4632,1.32,48,0.794,14.43,1.82,1,65.6,0.74
2026-03-07,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,88.1,6782,3618,1.87,78,1.149,12.99,1.13,2,131.72,1.5
2026-03-07,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,64.52,5240,2710,1.93,56,1.063,12.31,1.16,1,80.1,1.24
2026-03-08,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,147.89,9227,5532,1.67,186,2.011,16.03,0.8,8,463.01,3.13
2026-03-08,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,97.45,5977,4362,1.37,90,1.509,16.3,1.08,4,248.98,2.55
2026-03-08,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,128.6,8284,5204,1.59,120,1.453,15.52,1.07,4,287.88,2.24
2026-03-08,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,33.78,2146,1692,1.27,45,2.075,15.74,0.76,2,150.84,4.47
2026-03-08,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,87.02,5267,2389,2.2,59,1.124,16.52,1.47,3,159.4,1.83
2026-03-08,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,165.08,9704,4291,2.26,250,2.576,17.01,0.66,14,839.11,5.08
2026-03-08,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,83.45,5298,2393,2.21,120,2.274,15.75,0.69,5,330.1,3.96
2026-03-08,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,101.15,6960,4305,1.62,60,0.869,14.53,1.67,1,62.87,0.62
2026-03-08,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,105.76,6841,4530,1.51,68,0.99,15.46,1.56,1,79.47,0.75
2026-03-08,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,94.44,7560,3780,2.0,87,1.156,12.49,1.08,2,139.13,1.47
2026-03-08,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,70.25,5207,2640,1.97,49,0.944,13.49,1.43,1,90.45,1.29
2026-03-09,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,193.68,12824,8310,1.54,245,1.907,15.1,0.79,10,652.82,3.37
2026-03-09,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,130.81,8605,5888,1.46,106,1.233,15.2,1.23,5,328.55,2.51
2026-03-09,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,138.84,8770,5547,1.58,110,1.256,15.83,1.26,5,293.56,2.11
2026-03-09,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,39.44,2833,2071,1.37,56,1.983,13.92,0.7,2,160.26,4.06
2026-03-09,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,91.19,5770,2670,2.16,67,1.155,15.8,1.37,3,149.32,1.64
2026-03-09,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Cart-Abandon-7d,Dynamic-Product-F,300,190.22,11481,4525,2.54,292,2.547,16.57,0.65,18,1015.13,5.34
2026-03-09,Northwind Apparel,Retargeting-Cart-Abandoners,Conversions,Site-Visitors-30d,Static-Reminder-G,160,113.53,7379,3564,2.07,185,2.509,15.39,0.61,8,479.42,4.22
2026-03-09,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-H,120,130.39,8951,6216,1.44,74,0.83,14.57,1.76,1,76.23,0.58
2026-03-09,Northwind Apparel,Cold-Broad-Test-2,Conversions,Broad-18-65,Test-Creative-I,110,102.64,7052,4882,1.44,61,0.858,14.55,1.7,1,68.03,0.66
2026-03-09,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Anthem-J,100,104.07,8682,4855,1.79,95,1.094,11.99,1.1,2,137.72,1.32
2026-03-09,Northwind Apparel,Brand-Awareness-Q2,Reach,Top-of-Funnel-Broad,Brand-Story-K,80,72.15,5244,2432,2.16,56,1.076,13.76,1.28,2,92.34,1.28
2026-03-10,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Video-Hero-A,180,164.55,10369,6921,1.5,208,2.005,15.87,0.79,7,491.06,2.98
2026-03-10,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Lookalike-1pct,Static-Carousel-B,120,111.29,6813,5170,1.32,101,1.485,16.33,1.1,5,293.43,2.64
2026-03-10,Northwind Apparel,Spring-Prospecting-Q2,Conversions,Broad-25-54-F,Video-UGC-C,140,140.85,9901,5880,1.68,133,1.347,14.23,1.06,5,308.95,2.19
2026-03-10,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Sustainability,Static-Brand-D,40,37.21,2584,1879,1.37,57,2.194,14.4,0.66,3,143.37,3.85
2026-03-10,Northwind Apparel,Interest-Targeting-Q2,Conversions,Interest-Outdoor-Active,Video-Lifestyle-E,90,94.54,5877,2606,2.26,69,1.167,16.09,1.38,3,163.87,1.73
