Date,Advertiser name,Campaign name,Ad group name,Ad name,Daily budget,Cost,Impressions,Clicks,CTR,CPM,CPC,Conversions,Video views,Video views at 75%,Video views at 100%,ROAS
2026-03-23,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,98.14,12833,201,1.567,7.65,0.49,2,8114,2364,1486,1.09
2026-03-23,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,103.87,13252,178,1.341,7.84,0.58,2,8565,2300,1569,0.98
2026-03-23,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,82.16,12373,409,3.309,6.64,0.2,5,7427,3426,2497,3.2
2026-03-23,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,69.47,8699,162,1.861,7.99,0.43,2,5130,1562,1318,1.57
2026-03-23,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,98.42,10666,271,2.537,9.23,0.36,3,7254,1978,1390,1.93
2026-03-24,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,115.57,14061,225,1.597,8.22,0.51,3,8459,2570,2046,1.44
2026-03-24,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,90.47,9756,158,1.622,9.27,0.57,2,6558,1616,1273,1.2
2026-03-24,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,117.69,14743,192,1.305,7.98,0.61,2,8553,2008,1625,1.23
2026-03-24,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,83.75,12414,413,3.325,6.75,0.2,4,7849,3601,2596,3.07
2026-03-24,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,64.48,7853,174,2.221,8.21,0.37,2,4904,1612,1261,1.59
2026-03-24,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,89.91,10062,271,2.696,8.94,0.33,3,5836,1565,1175,1.98
2026-03-25,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,116.02,14699,244,1.658,7.89,0.48,3,9393,3167,2029,1.54
2026-03-25,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,102.73,11833,173,1.461,8.68,0.59,2,7482,2083,1548,1.23
2026-03-25,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,106.15,12855,183,1.423,8.26,0.58,2,7764,2051,1505,1.09
2026-03-25,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,82.47,11846,438,3.697,6.96,0.19,5,7152,3659,2274,3.14
2026-03-25,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,76.12,9199,176,1.915,8.28,0.43,2,5369,1790,1223,1.43
2026-03-25,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,91.86,9286,249,2.678,9.89,0.37,3,5309,1518,1026,2.23
2026-03-26,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,130.08,17541,313,1.784,7.42,0.42,4,9858,3144,2328,1.56
2026-03-26,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,109.91,12073,173,1.435,9.1,0.63,2,7809,1920,1566,1.18
2026-03-26,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,113.24,12926,160,1.24,8.76,0.71,2,7682,1897,1472,1.09
2026-03-26,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,84.3,12566,449,3.577,6.71,0.19,4,7679,3381,2426,2.91
2026-03-26,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,66.67,8194,174,2.122,8.14,0.38,2,4992,1624,1297,1.36
2026-03-26,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,95.32,11219,253,2.258,8.5,0.38,4,7511,2100,1426,2.07
2026-03-27,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,114.24,14952,266,1.776,7.64,0.43,3,9397,2949,2175,1.5
2026-03-27,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,92.96,11423,171,1.493,8.14,0.55,2,6786,1966,1201,1.16
2026-03-27,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,112.95,13031,180,1.38,8.67,0.63,2,8395,1966,1448,1.05
2026-03-27,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,78.15,11017,332,3.015,7.09,0.24,4,6946,3147,2466,2.7
2026-03-27,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,73.44,8735,171,1.955,8.41,0.43,2,5247,1642,1348,1.54
2026-03-27,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,86.66,9845,268,2.719,8.8,0.32,3,6135,1606,1324,1.99
2026-03-28,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,95.34,10974,190,1.732,8.69,0.5,2,6502,2114,1513,1.34
2026-03-28,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,90.64,10970,174,1.584,8.26,0.52,2,7264,2066,1458,1.32
2026-03-28,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,97.27,11796,153,1.3,8.25,0.63,2,6727,1637,1106,1.14
2026-03-28,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,71.15,10223,368,3.597,6.96,0.19,3,5775,2786,1865,3.16
2026-03-28,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,58.59,7304,153,2.091,8.02,0.38,2,4700,1565,1024,1.55
2026-03-28,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,80.93,8862,200,2.255,9.13,0.41,2,5015,1517,1007,1.85
2026-03-29,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,96.33,12761,234,1.837,7.55,0.41,2,7970,2593,1690,1.43
2026-03-29,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,90.36,11297,164,1.453,8.0,0.55,2,7063,1772,1339,1.08
2026-03-29,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,98.14,11063,168,1.521,8.87,0.58,1,7240,1713,1383,1.0
2026-03-29,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,72.01,10500,314,2.992,6.86,0.23,4,6500,2894,2213,3.08
2026-03-29,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,61.77,7393,141,1.904,8.36,0.44,2,4378,1489,1010,1.63
2026-03-29,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,78.25,7895,218,2.767,9.91,0.36,3,5359,1492,1000,1.99
2026-03-30,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,109.57,13900,238,1.716,7.88,0.46,3,8856,2749,1825,1.54
2026-03-30,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,105.58,11766,175,1.49,8.97,0.6,2,7340,1797,1339,1.2
2026-03-30,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,112.41,12685,163,1.284,8.86,0.69,2,8314,2243,1530,1.01
2026-03-30,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,74.51,9858,374,3.793,7.56,0.2,3,6454,2930,2384,3.01
2026-03-30,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,69.61,8470,161,1.906,8.22,0.43,2,5098,1797,1211,1.37
2026-03-30,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,88.66,10001,245,2.45,8.86,0.36,3,6782,1843,1439,2.13
2026-03-31,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,131.4,15592,248,1.592,8.43,0.53,4,10086,2979,2163,1.47
2026-03-31,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,96.44,10680,164,1.533,9.03,0.59,2,6244,1662,1271,1.22
2026-03-31,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,101.35,12215,164,1.341,8.3,0.62,2,7528,2076,1232,1.09
2026-03-31,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,82.55,11475,428,3.734,7.19,0.19,4,7267,3372,2274,2.89
2026-03-31,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,71.95,9808,190,1.937,7.34,0.38,2,5636,1988,1305,1.65
2026-03-31,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,94.95,10657,244,2.291,8.91,0.39,3,6211,1596,1179,1.83
2026-04-01,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,121.75,14443,245,1.697,8.43,0.5,3,8098,2630,1628,1.41
2026-04-01,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,105.72,11874,181,1.529,8.9,0.58,2,7282,2086,1296,1.3
2026-04-01,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,109.3,12582,169,1.344,8.69,0.65,2,7419,1962,1208,1.15
2026-04-01,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,73.91,10842,359,3.315,6.82,0.21,4,6760,3484,2304,2.89
2026-04-01,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,63.23,8329,148,1.775,7.59,0.43,1,5463,1833,1331,1.5
2026-04-01,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,92.42,9727,247,2.539,9.5,0.37,3,6069,1801,1298,2.23
2026-04-02,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,110.11,12664,234,1.848,8.69,0.47,3,8271,2512,1739,1.57
2026-04-02,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,99.03,10761,182,1.692,9.2,0.54,2,6869,1769,1312,1.24
2026-04-02,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,114.24,12249,169,1.377,9.33,0.68,2,6845,1838,1113,0.97
2026-04-02,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,75.6,11043,354,3.203,6.85,0.21,3,6609,3119,2321,2.71
2026-04-02,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,73.78,9446,182,1.93,7.81,0.4,2,5450,1931,1231,1.64
2026-04-02,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,84.27,10246,262,2.561,8.22,0.32,3,6403,1956,1236,2.17
2026-04-03,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,115.57,15223,255,1.674,7.59,0.45,3,9006,3016,1869,1.33
2026-04-03,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,97.11,12232,214,1.753,7.94,0.45,2,7394,1945,1473,1.18
2026-04-03,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,115.28,13461,186,1.382,8.56,0.62,2,8146,2182,1347,1.07
2026-04-03,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,74.8,9934,356,3.583,7.53,0.21,3,5691,2703,1976,2.64
2026-04-03,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,73.5,9903,183,1.852,7.42,0.4,2,5968,1907,1321,1.67
2026-04-03,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,89.23,10883,292,2.682,8.2,0.31,3,6551,1998,1398,1.95
2026-04-04,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,104.21,12128,208,1.714,8.59,0.5,3,7736,2330,1692,1.57
2026-04-04,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,95.94,11725,194,1.657,8.18,0.49,2,6905,1860,1214,1.15
2026-04-04,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,90.14,9877,147,1.488,9.13,0.61,1,6572,1710,1153,0.98
2026-04-04,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,69.2,10671,334,3.133,6.49,0.21,3,6936,3506,2208,3.2
2026-04-04,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,66.27,9321,171,1.838,7.11,0.39,2,5924,2153,1355,1.5
2026-04-04,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,76.37,7938,190,2.399,9.62,0.4,3,5288,1603,962,2.19
2026-04-05,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,103.0,12561,227,1.811,8.2,0.45,3,8407,2378,2030,1.29
2026-04-05,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,81.18,9510,170,1.786,8.54,0.48,2,5465,1484,1067,1.3
2026-04-05,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,93.15,10660,164,1.535,8.74,0.57,1,6431,1658,1208,1.0
2026-04-05,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,70.09,9580,353,3.687,7.32,0.2,3,5500,2849,1767,2.69
2026-04-05,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,56.45,7957,155,1.954,7.09,0.36,2,4663,1468,1155,1.64
2026-04-05,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,76.49,7666,199,2.601,9.98,0.38,3,5117,1507,948,2.01
2026-04-06,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,118.13,14216,261,1.834,8.31,0.45,4,9530,2868,1907,1.55
2026-04-06,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,93.96,11685,171,1.463,8.04,0.55,2,6755,1733,1302,1.07
2026-04-06,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,109.64,12859,186,1.443,8.53,0.59,2,7896,1876,1456,1.18
2026-04-06,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,80.73,12530,403,3.22,6.44,0.2,4,7516,3858,2430,3.09
2026-04-06,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,74.3,9638,195,2.023,7.71,0.38,2,5787,1952,1268,1.56
2026-04-06,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,87.58,9334,259,2.779,9.38,0.34,3,5738,1482,1159,1.82
2026-04-07,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,115.1,13291,228,1.717,8.66,0.5,2,7553,2497,1663,1.38
2026-04-07,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,97.95,10471,188,1.791,9.35,0.52,2,6131,1473,1219,1.11
2026-04-07,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,106.79,11881,152,1.283,8.99,0.7,2,7808,1914,1330,1.2
2026-04-07,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,87.15,12403,409,3.298,7.03,0.21,4,7896,3847,2869,2.62
2026-04-07,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,73.52,10214,226,2.212,7.2,0.33,2,6052,2220,1583,1.54
2026-04-07,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,86.34,8752,244,2.783,9.87,0.35,3,5031,1532,906,2.19
2026-04-08,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,114.03,13980,240,1.719,8.16,0.47,3,9464,2658,2045,1.54
2026-04-08,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,92.88,10140,173,1.702,9.16,0.54,2,5963,1677,1166,1.29
2026-04-08,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,107.6,12997,197,1.512,8.28,0.55,2,7698,2092,1281,0.99
2026-04-08,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,83.83,11013,343,3.116,7.61,0.24,4,7184,3085,2256,2.86
2026-04-08,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,67.36,9449,195,2.062,7.13,0.35,2,5623,1747,1415,1.49
2026-04-08,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,89.18,10671,297,2.787,8.36,0.3,3,6315,1941,1233,2.2
2026-04-09,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,129.39,17368,310,1.786,7.45,0.42,3,11180,3646,2587,1.43
2026-04-09,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,94.49,11917,213,1.791,7.93,0.44,2,7185,2052,1410,1.23
2026-04-09,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,117.41,12171,167,1.374,9.65,0.7,2,7214,1899,1240,1.14
2026-04-09,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,76.03,10847,362,3.334,7.01,0.21,3,6164,2700,2224,3.13
2026-04-09,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,66.4,8574,175,2.044,7.74,0.38,2,5615,1965,1364,1.56
2026-04-09,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,96.07,10765,270,2.511,8.92,0.36,4,6810,1941,1442,2.2
2026-04-10,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,130.9,15952,261,1.635,8.21,0.5,3,10232,3406,2216,1.49
2026-04-10,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,97.87,10823,167,1.541,9.04,0.59,2,6808,1819,1407,1.28
2026-04-10,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,116.89,12896,193,1.493,9.06,0.61,3,8102,1847,1589,1.14
2026-04-10,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,73.58,9688,353,3.646,7.59,0.21,3,5711,2891,1881,3.06
2026-04-10,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,76.63,10398,205,1.974,7.37,0.37,2,7080,2266,1799,1.34
2026-04-10,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,84.77,8778,222,2.528,9.66,0.38,3,5277,1571,1128,1.91
2026-04-11,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,113.13,14462,268,1.85,7.82,0.42,3,8478,2783,1716,1.48
2026-04-11,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,91.91,10359,158,1.528,8.87,0.58,2,6272,1590,1241,1.2
2026-04-11,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,93.91,10003,153,1.533,9.39,0.61,2,5982,1390,1094,1.17
2026-04-11,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,76.16,10442,360,3.449,7.29,0.21,4,6342,3137,2026,3.08
2026-04-11,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,56.56,7141,156,2.181,7.92,0.36,1,4618,1562,1086,1.47
2026-04-11,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,85.87,10170,282,2.774,8.44,0.3,3,6046,1717,1108,2.15
2026-04-12,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,116.15,14506,232,1.602,8.01,0.5,3,8587,2642,2015,1.42
2026-04-12,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,96.51,11769,176,1.495,8.2,0.55,2,6585,1662,1131,1.24
2026-04-12,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,98.97,10468,144,1.371,9.45,0.69,2,6377,1719,1166,1.11
2026-04-12,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,72.19,9542,362,3.791,7.57,0.2,3,6486,3275,2101,3.07
2026-04-12,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,60.0,7145,158,2.21,8.4,0.38,1,4835,1506,1244,1.44
2026-04-12,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,86.9,9971,252,2.523,8.72,0.35,2,6534,1832,1300,1.82
2026-04-13,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,115.52,13423,248,1.845,8.61,0.47,3,8563,2666,2067,1.47
2026-04-13,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,99.31,11314,162,1.428,8.78,0.61,2,6925,2009,1229,1.23
2026-04-13,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,111.32,12411,155,1.251,8.97,0.72,2,7153,1868,1176,1.06
2026-04-13,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,83.5,11719,441,3.765,7.13,0.19,4,7253,3593,2684,3.06
2026-04-13,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,76.81,10463,207,1.977,7.34,0.37,2,6267,2135,1617,1.51
2026-04-13,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,98.03,11485,290,2.524,8.54,0.34,4,6418,1837,1338,2.09
2026-04-14,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,116.6,15548,312,2.006,7.5,0.37,3,10084,3250,2107,1.44
2026-04-14,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,102.03,11205,165,1.477,9.11,0.62,2,6940,1706,1210,1.11
2026-04-14,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,119.82,13305,206,1.551,9.01,0.58,2,8573,2004,1495,1.07
2026-04-14,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,73.53,10765,384,3.569,6.83,0.19,4,6253,2918,2010,3.16
2026-04-14,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,76.8,9601,185,1.923,8.0,0.42,2,5381,1847,1416,1.59
2026-04-14,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,82.06,9153,211,2.301,8.97,0.39,3,5113,1399,926,2.22
2026-04-15,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,129.72,15766,308,1.955,8.23,0.42,4,10011,2887,2078,1.55
2026-04-15,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,96.9,10407,183,1.758,9.31,0.53,2,6957,1927,1422,1.23
2026-04-15,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,102.9,12459,188,1.507,8.26,0.55,2,7783,2141,1524,0.98
2026-04-15,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,84.92,12531,405,3.23,6.78,0.21,4,7798,4009,2650,2.79
2026-04-15,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,71.45,8331,183,2.202,8.58,0.39,2,5215,1713,1239,1.66
2026-04-15,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,83.09,8927,215,2.403,9.31,0.39,3,5886,1545,1155,1.94
2026-04-16,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,116.6,13233,262,1.982,8.81,0.44,3,8545,2810,1729,1.5
2026-04-16,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,100.4,11206,172,1.531,8.96,0.59,2,6992,1821,1341,1.21
2026-04-16,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,103.42,12064,167,1.382,8.57,0.62,2,7369,1833,1216,1.02
2026-04-16,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,72.38,11151,385,3.45,6.49,0.19,4,7594,3811,2722,2.98
2026-04-16,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,72.78,9271,165,1.78,7.85,0.44,2,5848,2122,1416,1.66
2026-04-16,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,92.54,9581,241,2.521,9.66,0.38,3,5570,1704,1014,1.78
2026-04-17,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,127.81,14606,278,1.903,8.75,0.46,3,8822,2825,2100,1.41
2026-04-17,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,91.97,9716,170,1.751,9.47,0.54,2,5667,1419,1107,1.26
2026-04-17,Northwind Apparel,TT-Prospecting-Q2,Interest-Fashion,Founder-Story-1,110,99.34,10291,134,1.301,9.65,0.74,2,5749,1373,1100,1.15
2026-04-17,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,UGC-Customer-Review-3,80,85.3,11021,419,3.797,7.74,0.2,5,7295,3156,2302,3.13
2026-04-17,Northwind Apparel,TT-Creator-Tests,Creator-Audience-A,Creator-Demo-Video,70,66.45,8224,180,2.183,8.08,0.37,2,5470,1884,1235,1.47
2026-04-17,Northwind Apparel,TT-Retargeting,Site-Visitors-30d,Dynamic-Product-Tile,90,96.82,10018,237,2.364,9.66,0.41,3,6104,1633,1319,2.09
2026-04-18,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-1,120,112.29,13810,255,1.843,8.13,0.44,3,8898,2713,2021,1.44
2026-04-18,Northwind Apparel,TT-Prospecting-Q2,Lookalike-Purchasers,UGC-Customer-Review-2,100,83.12,9306,135,1.452,8.93,0.62,2,5404,1388,1118,1.32
